DIRECTORIO,P6020,P6040,P6051,P5502,P767,P6081,P6083,P1895,P1896,P1897,P1898,P1899,P3175,P1901,P1903,P1904,P1905,P1927
7378661,2,65,1,4.0,,3,3,7.0,7.0,8.0,8.0,8.0,9.0,8.0,3.0,2.0,9.0,7.0
7378668,1,65,1,6.0,,3,3,10.0,9.0,5.0,9.0,9.0,9.0,10.0,0.0,0.0,9.0,10.0
7378668,2,63,2,6.0,,3,3,9.0,99.0,9.0,10.0,7.0,9.0,10.0,0.0,0.0,10.0,10.0
7378674,2,62,1,6.0,,3,3,9.0,99.0,8.0,8.0,7.0,10.0,10.0,0.0,0.0,7.0,10.0
7378674,1,68,2,6.0,,3,3,7.0,7.0,7.0,5.0,6.0,6.0,10.0,0.0,0.0,8.0,8.0
7378675,1,78,1,6.0,,3,3,10.0,6.0,10.0,10.0,10.0,10.0,10.0,2.0,0.0,10.0,10.0
7378675,2,75,2,6.0,,3,3,10.0,5.0,10.0,10.0,7.0,10.0,10.0,0.0,0.0,10.0,10.0
7378677,1,85,5,4.0,,3,3,9.0,99.0,7.0,9.0,8.0,10.0,10.0,0.0,0.0,10.0,10.0
7378684,1,60,2,6.0,,3,3,10.0,7.0,9.0,9.0,10.0,9.0,10.0,0.0,0.0,10.0,9.0
7378690,2,85,5,3.0,,3,3,9.0,4.0,6.0,8.0,7.0,8.0,8.0,0.0,0.0,9.0,7.0
7378700,1,71,1,2.0,,3,3,10.0,10.0,7.0,10.0,9.0,8.0,8.0,0.0,0.0,10.0,8.0
7378702,1,71,6,3.0,,3,3,9.0,8.0,9.0,6.0,3.0,6.0,10.0,0.0,0.0,10.0,10.0
7378705,2,79,1,3.0,,3,3,10.0,10.0,5.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7378706,1,60,2,2.0,40.0,3,3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7378707,2,93,1,3.0,,3,3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7378709,2,62,1,4.0,,3,3,10.0,10.0,7.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7378710,1,65,1,3.0,,3,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
7378712,1,65,1,6.0,,3,2,10.0,9.0,9.0,6.0,10.0,8.0,9.0,3.0,2.0,10.0,8.0
7378712,2,64,2,6.0,,3,3,9.0,8.0,6.0,8.0,8.0,7.0,8.0,4.0,3.0,9.0,9.0
7378713,2,70,2,6.0,,3,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0
7378713,1,72,1,6.0,,3,3,5.0,8.0,8.0,8.0,7.0,6.0,5.0,7.0,6.0,5.0,5.0
7378717,1,63,1,6.0,12.0,3,3,10.0,0.0,10.0,10.0,10.0,10.0,6.0,10.0,10.0,10.0,10.0
7378717,2,60,2,6.0,12.0,3,3,10.0,99.0,6.0,10.0,10.0,10.0,10.0,6.0,10.0,10.0,10.0
7378719,1,62,2,2.0,50.0,3,3,10.0,0.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7378719,2,75,1,2.0,40.0,3,3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7378724,1,72,1,3.0,20.0,3,3,8.0,99.0,8.0,8.0,8.0,7.0,7.0,4.0,4.0,8.0,8.0
7378725,2,61,1,4.0,45.0,3,3,10.0,99.0,5.0,10.0,10.0,0.0,0.0,10.0,0.0,10.0,0.0
7378726,2,66,1,3.0,3.0,3,3,10.0,99.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
7378731,1,68,1,5.0,,3,3,10.0,0.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,8.0
7378732,1,74,1,6.0,30.0,3,3,9.0,9.0,8.0,9.0,9.0,8.0,7.0,2.0,1.0,10.0,8.0
7378732,2,73,2,6.0,30.0,3,3,8.0,8.0,6.0,9.0,8.0,9.0,8.0,0.0,0.0,9.0,8.0
7378733,2,60,7,5.0,5.0,3,3,10.0,99.0,5.0,10.0,10.0,10.0,6.0,0.0,0.0,10.0,10.0
7378733,1,68,1,5.0,5.0,3,3,10.0,5.0,5.0,10.0,10.0,10.0,0.0,5.0,10.0,10.0,5.0
7378735,1,70,1,2.0,10.0,3,3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7378736,1,63,1,6.0,0.0,2,3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7378736,2,65,2,6.0,0.0,3,3,10.0,99.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7378737,1,84,7,3.0,3.0,3,3,10.0,7.0,9.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7378737,1,65,1,2.0,3.0,3,3,9.0,8.0,7.0,8.0,8.0,8.0,8.0,2.0,1.0,10.0,10.0
7378738,1,68,1,6.0,13.0,3,3,10.0,10.0,6.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7378738,2,60,2,6.0,13.0,3,3,10.0,10.0,5.0,10.0,10.0,5.0,10.0,0.0,0.0,10.0,10.0
7378739,2,61,5,4.0,0.0,3,3,10.0,99.0,5.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7378741,1,72,1,4.0,0.0,3,3,10.0,10.0,10.0,10.0,10.0,10.0,8.0,0.0,0.0,10.0,10.0
7378744,1,63,1,6.0,17.0,3,3,10.0,10.0,8.0,10.0,10.0,9.0,0.0,0.0,0.0,10.0,10.0
7378746,1,64,1,6.0,36.0,3,2,10.0,5.0,6.0,8.0,8.0,8.0,8.0,5.0,2.0,10.0,8.0
7378747,1,76,1,3.0,,3,3,8.0,99.0,7.0,10.0,10.0,10.0,10.0,3.0,3.0,7.0,6.0
7378748,1,72,12,5.0,40.0,3,3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,0.0,10.0,10.0
7378748,2,75,1,3.0,,3,3,10.0,10.0,7.0,10.0,8.0,10.0,10.0,0.0,0.0,10.0,10.0
7378751,1,69,1,2.0,30.0,3,3,8.0,0.0,0.0,10.0,5.0,10.0,0.0,10.0,10.0,10.0,10.0
7378752,2,66,2,6.0,,3,3,10.0,99.0,10.0,10.0,10.0,9.0,10.0,0.0,0.0,10.0,10.0
7378752,1,67,1,6.0,,3,3,10.0,8.0,6.0,8.0,9.0,9.0,7.0,1.0,1.0,10.0,10.0
7378754,1,81,1,6.0,60.0,3,3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,7.0
7378754,2,80,2,6.0,,3,3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7378755,2,90,7,5.0,,3,3,10.0,10.0,7.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7378755,2,93,1,3.0,,3,3,10.0,8.0,8.0,10.0,10.0,10.0,8.0,5.0,0.0,9.0,8.0
7378760,1,67,1,6.0,26.0,3,2,10.0,10.0,5.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7378763,1,77,1,2.0,45.0,3,3,10.0,10.0,5.0,10.0,10.0,10.0,10.0,3.0,2.0,10.0,7.0
7378763,2,63,14,4.0,10.0,3,3,10.0,99.0,10.0,10.0,10.0,10.0,8.0,2.0,0.0,10.0,7.0
7378765,1,68,1,5.0,,3,3,6.0,5.0,5.0,10.0,10.0,8.0,7.0,0.0,0.0,10.0,8.0
7378767,2,80,1,3.0,,3,3,6.0,6.0,4.0,7.0,5.0,5.0,6.0,0.0,0.0,6.0,6.0
7378769,1,61,1,6.0,,2,3,8.0,9.0,9.0,9.0,9.0,8.0,7.0,0.0,0.0,6.0,7.0
7378770,1,62,2,6.0,,3,3,8.0,7.0,7.0,7.0,8.0,7.0,8.0,0.0,0.0,8.0,8.0
7378771,2,68,1,4.0,,3,3,9.0,7.0,8.0,10.0,8.0,9.0,8.0,8.0,6.0,10.0,9.0
7378772,2,76,6,3.0,,3,3,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
7378775,1,60,1,6.0,,3,3,9.0,9.0,8.0,9.0,9.0,9.0,9.0,2.0,1.0,10.0,9.0
7378775,1,62,9,4.0,,2,2,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0
7378776,2,67,1,6.0,,3,3,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,7.0,8.0
7378780,2,83,5,3.0,,3,3,8.0,5.0,7.0,10.0,6.0,7.0,4.0,5.0,4.0,7.0,7.0
7378781,1,74,1,3.0,,3,3,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0,0.0,8.0,7.0
7378789,1,78,1,6.0,,3,3,9.0,9.0,8.0,9.0,9.0,8.0,7.0,1.0,0.0,10.0,10.0
7378789,2,61,2,6.0,,3,3,9.0,99.0,6.0,9.0,9.0,9.0,8.0,2.0,4.0,9.0,7.0
7378790,1,81,2,6.0,,3,3,8.0,6.0,5.0,8.0,3.0,7.0,7.0,2.0,2.0,3.0,6.0
7378790,2,65,1,6.0,,3,3,8.0,7.0,8.0,8.0,8.0,6.0,8.0,1.0,0.0,10.0,9.0
7378791,2,79,1,3.0,,3,3,8.0,8.0,8.0,8.0,8.0,7.0,8.0,0.0,0.0,8.0,9.0
7378792,2,64,1,6.0,,3,2,10.0,9.0,10.0,9.0,9.0,3.0,9.0,1.0,2.0,10.0,9.0
7378792,1,68,2,6.0,,3,3,9.0,9.0,9.0,9.0,9.0,9.0,8.0,1.0,1.0,9.0,10.0
7378792,1,75,14,5.0,,3,3,9.0,8.0,9.0,9.0,9.0,9.0,10.0,1.0,1.0,9.0,10.0
7378793,1,65,1,5.0,,3,3,8.0,6.0,9.0,10.0,6.0,9.0,8.0,5.0,4.0,9.0,8.0
7378794,2,60,1,4.0,,3,3,8.0,5.0,8.0,10.0,7.0,8.0,7.0,6.0,4.0,8.0,8.0
7378795,2,62,1,4.0,,3,3,9.0,8.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0,9.0,10.0
7378796,2,64,1,2.0,,1,3,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,9.0,9.0
7378796,1,90,5,3.0,,3,3,9.0,7.0,7.0,8.0,7.0,7.0,7.0,3.0,0.0,7.0,8.0
7378797,1,69,1,5.0,,3,3,9.0,9.0,9.0,8.0,8.0,9.0,8.0,3.0,4.0,8.0,7.0
7378799,2,86,2,6.0,,3,3,9.0,9.0,9.0,9.0,9.0,9.0,8.0,1.0,0.0,9.0,9.0
7378799,1,95,1,6.0,,3,3,9.0,9.0,9.0,9.0,9.0,8.0,10.0,0.0,0.0,9.0,10.0
7378799,1,65,3,5.0,,1,1,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,0.0,9.0,9.0
7378800,1,66,1,6.0,,3,3,10.0,8.0,8.0,10.0,8.0,10.0,5.0,0.0,0.0,9.0,10.0
7378800,2,68,2,6.0,,3,3,9.0,8.0,6.0,10.0,10.0,10.0,8.0,4.0,4.0,9.0,9.0
7378804,1,79,1,4.0,,3,3,9.0,7.0,9.0,10.0,8.0,9.0,3.0,5.0,5.0,9.0,8.0
7378805,1,61,1,5.0,,3,3,7.0,8.0,7.0,7.0,7.0,7.0,7.0,3.0,2.0,6.0,7.0
7378810,1,80,2,6.0,,3,3,9.0,9.0,8.0,8.0,9.0,7.0,8.0,0.0,0.0,8.0,9.0
7378810,2,66,1,6.0,,3,3,9.0,10.0,8.0,9.0,9.0,8.0,7.0,2.0,1.0,8.0,8.0
7378811,2,64,5,4.0,,3,3,10.0,8.0,7.0,10.0,9.0,10.0,7.0,3.0,3.0,10.0,10.0
7378813,1,60,1,4.0,,3,3,8.0,2.0,2.0,9.0,5.0,7.0,10.0,4.0,3.0,9.0,9.0
7378816,2,75,5,3.0,,3,3,9.0,10.0,10.0,10.0,6.0,10.0,9.0,8.0,2.0,10.0,10.0
7378818,2,68,2,6.0,,3,3,10.0,99.0,10.0,10.0,10.0,5.0,8.0,7.0,2.0,10.0,8.0
7378818,1,72,14,6.0,0.0,3,3,10.0,99.0,8.0,8.0,10.0,10.0,10.0,4.0,3.0,10.0,8.0
7378818,1,70,1,6.0,53.0,3,3,5.0,99.0,5.0,7.0,3.0,8.0,7.0,5.0,5.0,7.0,8.0
7378828,2,65,1,3.0,21.0,3,3,10.0,99.0,7.0,10.0,0.0,10.0,10.0,3.0,3.0,10.0,10.0
7378831,1,73,1,6.0,,3,3,7.0,7.0,8.0,7.0,9.0,6.0,7.0,3.0,1.0,10.0,8.0
7378831,2,62,2,6.0,,3,3,8.0,99.0,9.0,8.0,9.0,7.0,9.0,3.0,2.0,10.0,8.0
7378833,1,64,1,6.0,,3,3,9.0,9.0,8.0,8.0,9.0,7.0,9.0,3.0,2.0,10.0,9.0
7378833,2,64,2,6.0,,3,3,8.0,99.0,8.0,8.0,9.0,7.0,9.0,2.0,1.0,10.0,8.0
7378836,2,62,1,3.0,,3,3,9.0,7.0,8.0,9.0,8.0,8.0,9.0,3.0,10.0,10.0,9.0
7378839,2,70,1,3.0,,3,3,10.0,4.0,8.0,8.0,8.0,8.0,10.0,1.0,1.0,10.0,8.0
7378841,2,71,2,6.0,,3,3,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,3.0,8.0,8.0
7378841,1,81,1,6.0,,3,3,8.0,9.0,8.0,9.0,8.0,8.0,8.0,4.0,2.0,8.0,7.0
7378842,2,61,2,6.0,30.0,3,3,9.0,8.0,8.0,8.0,8.0,8.0,7.0,4.0,3.0,8.0,8.0
7378843,1,75,1,2.0,,3,3,9.0,9.0,9.0,8.0,8.0,8.0,8.0,0.0,1.0,10.0,9.0
7378845,2,60,1,3.0,,3,3,8.0,8.0,8.0,6.0,7.0,7.0,2.0,3.0,1.0,10.0,6.0
7378846,2,65,1,4.0,,3,3,8.0,8.0,9.0,9.0,8.0,9.0,10.0,0.0,0.0,10.0,8.0
7378850,1,72,1,4.0,35.0,3,3,7.0,6.0,4.0,6.0,6.0,4.0,5.0,7.0,1.0,7.0,7.0
7378852,1,61,2,6.0,,3,3,9.0,8.0,7.0,9.0,8.0,7.0,7.0,6.0,5.0,8.0,8.0
7378853,1,78,1,4.0,40.0,3,3,8.0,6.0,9.0,8.0,9.0,8.0,9.0,0.0,0.0,8.0,9.0
7378858,2,68,1,5.0,,3,3,7.0,7.0,5.0,10.0,9.0,10.0,9.0,5.0,0.0,6.0,8.0
7378859,2,62,5,5.0,,3,3,9.0,9.0,8.0,9.0,9.0,10.0,10.0,1.0,0.0,10.0,8.0
7378861,2,76,1,3.0,,3,3,10.0,8.0,9.0,8.0,8.0,9.0,10.0,3.0,2.0,10.0,10.0
7378863,2,61,1,6.0,,3,3,8.0,8.0,8.0,8.0,8.0,7.0,8.0,4.0,3.0,8.0,9.0
7378863,1,63,2,6.0,,3,3,8.0,9.0,7.0,9.0,7.0,8.0,8.0,3.0,3.0,8.0,9.0
7378870,2,84,1,3.0,,3,3,9.0,8.0,9.0,9.0,9.0,9.0,9.0,1.0,0.0,10.0,9.0
7378870,1,64,3,4.0,,3,1,9.0,7.0,9.0,9.0,9.0,9.0,9.0,2.0,1.0,10.0,8.0
7378874,1,75,2,6.0,,3,3,10.0,7.0,8.0,9.0,9.0,9.0,10.0,2.0,0.0,10.0,8.0
7378874,2,60,1,6.0,,2,2,9.0,99.0,9.0,9.0,9.0,9.0,10.0,1.0,1.0,10.0,8.0
7378877,2,73,2,6.0,,3,3,10.0,99.0,9.0,9.0,9.0,9.0,10.0,1.0,1.0,10.0,9.0
7378877,1,73,1,6.0,,3,3,10.0,99.0,10.0,10.0,10.0,10.0,8.0,3.0,1.0,10.0,9.0
7378878,1,61,1,6.0,23.0,3,2,8.0,10.0,10.0,10.0,10.0,9.0,8.0,3.0,0.0,10.0,8.0
7378879,2,71,2,6.0,2.0,3,3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7378879,1,79,1,6.0,2.0,3,3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7378890,2,60,1,4.0,1.0,3,2,7.0,7.0,8.0,8.0,8.0,8.0,7.0,4.0,1.0,6.0,8.0
7378894,2,60,1,3.0,,3,1,7.0,1.0,9.0,7.0,5.0,6.0,8.0,8.0,8.0,10.0,9.0
7378894,2,84,5,3.0,,3,3,9.0,2.0,4.0,9.0,8.0,7.0,7.0,4.0,4.0,10.0,9.0
7378900,1,64,1,6.0,,3,3,9.0,9.0,9.0,9.0,9.0,9.0,10.0,1.0,1.0,9.0,7.0
7378900,2,63,2,6.0,,3,3,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,9.0,7.0
7378902,2,80,5,6.0,,3,3,9.0,9.0,8.0,9.0,9.0,9.0,9.0,1.0,1.0,9.0,9.0
7378902,1,87,5,6.0,,3,3,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,9.0,7.0
7378902,2,67,7,5.0,,1,1,9.0,9.0,9.0,9.0,9.0,9.0,7.0,4.0,5.0,7.0,6.0
7378905,1,79,1,6.0,,3,3,10.0,10.0,10.0,10.0,10.0,10.0,9.0,2.0,0.0,10.0,10.0
7378905,2,83,2,6.0,,3,3,9.0,9.0,10.0,10.0,10.0,10.0,9.0,10.0,0.0,9.0,9.0
7378908,1,64,1,6.0,,3,3,10.0,9.0,9.0,9.0,9.0,9.0,10.0,1.0,2.0,10.0,10.0
7378908,2,65,2,6.0,,3,3,9.0,9.0,9.0,9.0,9.0,9.0,8.0,2.0,1.0,9.0,9.0
7378911,1,63,1,5.0,,3,3,5.0,4.0,8.0,4.0,4.0,8.0,6.0,7.0,3.0,6.0,5.0
7378916,1,64,1,4.0,,3,3,9.0,9.0,10.0,9.0,9.0,9.0,9.0,0.0,1.0,9.0,7.0
7378917,2,72,1,4.0,,3,3,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,9.0,9.0
7378921,1,86,1,6.0,,3,3,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,9.0,7.0
7378922,1,60,1,2.0,,3,3,7.0,5.0,6.0,5.0,8.0,8.0,5.0,7.0,7.0,9.0,8.0
7378935,1,69,1,6.0,,3,3,6.0,9.0,5.0,6.0,7.0,4.0,6.0,2.0,0.0,7.0,7.0
7378935,2,73,2,6.0,40.0,3,3,7.0,4.0,5.0,7.0,5.0,6.0,5.0,6.0,3.0,7.0,5.0
7378947,1,66,1,6.0,25.0,3,3,9.0,8.0,9.0,8.0,8.0,8.0,9.0,0.0,0.0,8.0,7.0
7378951,1,64,1,6.0,,3,3,9.0,9.0,8.0,9.0,8.0,8.0,8.0,6.0,1.0,9.0,8.0
7378951,2,69,2,6.0,,3,3,8.0,8.0,9.0,9.0,8.0,8.0,8.0,4.0,1.0,9.0,8.0
7378952,1,62,1,2.0,,3,3,8.0,9.0,9.0,8.0,8.0,8.0,9.0,1.0,2.0,8.0,8.0
7378956,2,69,2,6.0,,3,3,10.0,10.0,9.0,9.0,10.0,9.0,10.0,0.0,0.0,9.0,10.0
7378956,1,80,1,6.0,40.0,3,3,9.0,9.0,9.0,8.0,8.0,8.0,10.0,0.0,0.0,10.0,9.0
7378958,2,64,9,5.0,,3,3,9.0,8.0,8.0,8.0,9.0,8.0,8.0,0.0,0.0,8.0,8.0
7378961,1,72,1,4.0,20.0,3,3,9.0,9.0,8.0,9.0,9.0,8.0,9.0,1.0,0.0,9.0,9.0
7378962,1,70,1,6.0,0.0,3,3,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,9.0,9.0
7378962,2,63,2,6.0,0.0,3,3,9.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,9.0,7.0
7378963,1,64,1,2.0,,3,2,9.0,8.0,9.0,8.0,8.0,8.0,8.0,0.0,0.0,9.0,7.0
7378965,1,78,1,4.0,8.0,3,3,8.0,8.0,8.0,9.0,5.0,8.0,8.0,0.0,0.0,7.0,8.0
7378966,1,86,1,6.0,,3,3,10.0,4.0,8.0,8.0,8.0,8.0,10.0,0.0,0.0,10.0,9.0
7378966,2,73,2,6.0,,3,3,8.0,4.0,9.0,7.0,8.0,6.0,10.0,0.0,0.0,9.0,10.0
7378967,2,77,1,3.0,,3,3,5.0,7.0,6.0,8.0,7.0,9.0,6.0,0.0,0.0,8.0,6.0
7378970,2,61,1,5.0,,3,3,9.0,99.0,8.0,8.0,7.0,4.0,8.0,0.0,0.0,9.0,8.0
7378972,1,67,1,2.0,,3,3,9.0,8.0,9.0,7.0,8.0,9.0,8.0,1.0,0.0,10.0,8.0
7378974,2,60,1,4.0,,3,3,9.0,9.0,10.0,9.0,9.0,8.0,9.0,0.0,0.0,10.0,9.0
7378975,1,63,1,1.0,,2,3,8.0,3.0,8.0,8.0,8.0,4.0,6.0,6.0,7.0,8.0,8.0
7378976,1,70,1,6.0,,3,3,9.0,9.0,8.0,8.0,9.0,8.0,8.0,2.0,0.0,9.0,10.0
7378977,1,71,1,6.0,,3,3,3.0,99.0,5.0,9.0,8.0,9.0,9.0,9.0,1.0,10.0,6.0
7378978,2,64,1,3.0,,3,3,9.0,7.0,8.0,8.0,6.0,8.0,9.0,0.0,0.0,8.0,9.0
7378986,1,66,14,6.0,0.0,3,3,10.0,8.0,9.0,8.0,8.0,8.0,9.0,0.0,0.0,10.0,9.0
7378989,1,90,1,2.0,,3,3,9.0,99.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,10.0,9.0
7378989,2,67,2,2.0,,3,3,9.0,99.0,9.0,9.0,7.0,8.0,10.0,0.0,8.0,10.0,9.0
7378990,2,65,1,5.0,55.0,3,3,9.0,99.0,8.0,8.0,7.0,7.0,10.0,4.0,0.0,8.0,8.0
7378990,1,77,7,5.0,55.0,3,3,10.0,99.0,9.0,8.0,7.0,8.0,10.0,3.0,0.0,9.0,9.0
7378995,1,60,2,2.0,50.0,3,3,7.0,5.0,7.0,8.0,7.0,6.0,7.0,6.0,0.0,8.0,7.0
7378995,2,64,1,2.0,50.0,3,3,7.0,99.0,8.0,8.0,6.0,6.0,8.0,6.0,0.0,8.0,8.0
7378997,1,69,2,2.0,3.0,3,3,6.0,8.0,5.0,7.0,6.0,7.0,8.0,0.0,0.0,8.0,6.0
7378998,2,78,5,4.0,,3,3,7.0,3.0,5.0,6.0,7.0,7.0,6.0,5.0,5.0,10.0,8.0
7378999,1,61,1,6.0,,3,3,6.0,4.0,6.0,6.0,8.0,5.0,9.0,3.0,7.0,6.0,9.0
7378999,2,76,2,6.0,,3,3,7.0,99.0,7.0,6.0,8.0,9.0,6.0,0.0,0.0,6.0,8.0
7379001,2,82,1,3.0,,3,3,7.0,5.0,7.0,6.0,7.0,5.0,6.0,0.0,0.0,6.0,4.0
7379004,2,88,1,3.0,,3,3,6.0,99.0,9.0,4.0,7.0,5.0,10.0,0.0,0.0,6.0,7.0
7379006,2,81,1,3.0,,3,3,8.0,99.0,9.0,7.0,7.0,6.0,5.0,0.0,0.0,6.0,6.0
7379006,1,60,3,5.0,,3,1,6.0,6.0,6.0,6.0,8.0,7.0,6.0,0.0,0.0,2.0,6.0
7379007,2,81,1,3.0,,3,3,8.0,4.0,6.0,8.0,7.0,4.0,9.0,0.0,0.0,7.0,8.0
7379010,1,85,5,3.0,,3,3,4.0,3.0,7.0,6.0,7.0,6.0,4.0,9.0,0.0,6.0,5.0
7379010,2,60,1,6.0,6.0,1,3,8.0,99.0,5.0,8.0,7.0,6.0,8.0,0.0,0.0,8.0,7.0
7379010,1,64,2,6.0,6.0,3,2,8.0,4.0,7.0,7.0,6.0,6.0,6.0,0.0,0.0,8.0,6.0
7379015,2,71,1,5.0,,3,3,9.0,4.0,10.0,10.0,10.0,10.0,10.0,3.0,2.0,10.0,9.0
7379017,2,78,1,3.0,,3,3,5.0,5.0,1.0,10.0,8.0,6.0,10.0,0.0,0.0,8.0,10.0
7379021,1,73,1,4.0,,3,3,10.0,4.0,0.0,5.0,5.0,5.0,10.0,6.0,6.0,8.0,6.0
7379023,2,66,1,3.0,,3,2,9.0,99.0,10.0,10.0,8.0,7.0,9.0,3.0,1.0,7.0,8.0
7379025,1,63,1,6.0,1.0,3,2,5.0,6.0,10.0,10.0,8.0,9.0,7.0,2.0,3.0,10.0,8.0
7379030,1,74,1,2.0,,3,3,10.0,10.0,0.0,8.0,8.0,7.0,9.0,6.0,0.0,9.0,9.0
7379036,2,60,1,6.0,,2,2,9.0,8.0,9.0,2.0,9.0,9.0,8.0,5.0,0.0,10.0,10.0
7379051,1,62,1,2.0,,2,3,10.0,0.0,10.0,10.0,5.0,6.0,10.0,0.0,0.0,10.0,5.0
7379054,1,63,1,2.0,,3,3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,4.0
7379056,2,63,2,6.0,,3,3,7.0,4.0,8.0,9.0,9.0,8.0,8.0,2.0,0.0,10.0,7.0
7379056,1,67,1,6.0,,3,2,8.0,3.0,8.0,8.0,7.0,7.0,8.0,0.0,0.0,10.0,7.0
7379057,1,71,3,5.0,,3,1,7.0,8.0,10.0,9.0,8.0,7.0,10.0,0.0,0.0,10.0,9.0
7379057,2,69,3,5.0,,3,1,8.0,99.0,8.0,8.0,5.0,6.0,7.0,0.0,2.0,6.0,5.0
7379057,2,90,1,3.0,,3,3,8.0,99.0,8.0,8.0,0.0,7.0,10.0,0.0,0.0,10.0,10.0
7379059,2,61,1,4.0,,3,3,9.0,8.0,8.0,8.0,7.0,8.0,8.0,2.0,0.0,8.0,8.0
7379060,2,65,1,3.0,,3,3,7.0,5.0,7.0,7.0,5.0,6.0,7.0,3.0,0.0,8.0,7.0
7379062,1,67,1,6.0,23.0,3,3,6.0,6.0,7.0,8.0,5.0,7.0,7.0,3.0,0.0,8.0,7.0
7379075,2,64,1,3.0,0.0,2,2,8.0,7.0,7.0,8.0,6.0,7.0,8.0,2.0,8.0,9.0,6.0
7379077,2,78,1,3.0,70.0,3,3,7.0,6.0,7.0,7.0,6.0,6.0,7.0,2.0,2.0,8.0,8.0
7379079,2,78,1,3.0,,3,3,7.0,6.0,7.0,8.0,7.0,6.0,7.0,2.0,2.0,8.0,8.0
7379083,1,69,1,2.0,,3,3,8.0,5.0,8.0,8.0,5.0,7.0,6.0,4.0,3.0,9.0,5.0
7379083,2,70,2,2.0,,3,3,7.0,5.0,8.0,7.0,6.0,8.0,7.0,3.0,3.0,8.0,6.0
7379085,1,84,1,3.0,,2,2,10.0,10.0,9.0,10.0,7.0,6.0,10.0,0.0,0.0,9.0,10.0
7379087,2,77,1,3.0,,2,2,8.0,8.0,8.0,8.0,8.0,7.0,9.0,0.0,0.0,9.0,9.0
7379088,2,64,1,4.0,,2,2,10.0,0.0,8.0,10.0,0.0,8.0,7.0,10.0,4.0,10.0,10.0
7379089,1,72,1,3.0,,3,3,10.0,9.0,9.0,9.0,9.0,10.0,9.0,3.0,2.0,9.0,9.0
7379090,1,63,1,4.0,4.0,2,2,10.0,3.0,10.0,10.0,7.0,10.0,8.0,5.0,0.0,10.0,10.0
7379099,2,71,2,2.0,,3,3,7.0,0.0,7.0,7.0,0.0,7.0,6.0,10.0,5.0,10.0,7.0
7379099,1,63,1,2.0,50.0,2,2,7.0,0.0,8.0,10.0,0.0,10.0,7.0,10.0,3.0,9.0,6.0
7379100,1,60,1,2.0,,3,2,8.0,0.0,10.0,10.0,0.0,10.0,7.0,9.0,2.0,10.0,6.0
7379100,2,60,2,2.0,,3,2,8.0,0.0,10.0,10.0,0.0,8.0,6.0,10.0,4.0,10.0,7.0
